match_date,home_team,away_team,closing_home_odds,closing_draw_odds,closing_away_odds,closing_ou_main_line,closing_over_odds,closing_under_odds,home_goals,away_goals,market_snapshot_lead_minutes,competition,neutral_venue,lineup_completeness,closing_ah_main_line,closing_fair_total_override,bookmaker_count
2025-08-30,Toulouse,Paris SG,8.17,5.12,1.34,2.5,1.56,2.34,3,6,,F1,0,,1.5,,
2025-08-31,Angers,Rennes,3.34,3.37,2.11,2.5,2.0,1.76,1,1,,F1,0,,0.25,,
2025-08-31,Le Havre,Nice,3.44,3.51,2.05,2.5,1.85,1.9,3,1,,F1,0,,0.5,,
2025-08-31,Monaco,Strasbourg,1.53,4.34,5.5,2.5,1.61,2.23,3,2,,F1,0,,-1,,
2025-08-31,Paris FC,Metz,1.82,3.6,4.23,2.5,1.92,1.83,3,2,,F1,0,,-0.5,,
2025-08-31,Lyon,Marseille,2.65,3.68,2.4,2.5,1.53,2.4,1,0,,F1,0,,0,,
2025-09-12,Marseille,Lorient,1.36,5.22,7.55,2.5,1.47,2.61,4,0,,F1,0,,-1.5,,
2025-09-13,Nice,Nantes,1.66,3.84,4.95,2.5,1.86,1.9,1,0,,F1,0,,-0.75,,
2025-09-13,Auxerre,Monaco,4.92,4.3,1.59,2.5,1.52,2.44,1,2,,F1,0,,1,,
2025-09-14,Lille,Toulouse,1.76,3.81,4.25,2.5,1.78,1.98,2,1,,F1,0,,-0.75,,
2025-09-14,Brest,Paris FC,2.21,3.51,3.06,2.5,1.74,2.04,1,2,,F1,0,,-0.25,,
2025-09-14,Metz,Angers,2.27,3.31,3.1,2.5,2.03,1.74,1,1,,F1,0,,-0.25,,
2025-09-14,Paris SG,Lens,1.31,5.75,8.06,2.5,1.35,3.06,2,0,,F1,0,,-1.75,,
2025-09-14,Strasbourg,Le Havre,1.6,4.07,5.22,2.5,1.76,2.0,1,0,,F1,0,,-1,,
2025-09-14,Rennes,Lyon,2.66,3.48,2.49,2.5,1.75,2.02,3,1,,F1,0,,0,,
2025-09-19,Lyon,Angers,1.43,4.56,7.02,2.5,1.73,2.04,1,0,,F1,0,,-1.25,,
2025-09-20,Nantes,Rennes,3.39,3.35,2.11,2.5,1.98,1.78,2,2,,F1,0,,0.25,,
2025-09-20,Brest,Nice,2.63,3.51,2.5,2.5,1.69,2.08,4,1,,F1,0,,0,,
2025-09-20,Lens,Lille,2.4,3.43,2.8,2.5,1.78,1.97,3,0,,F1,0,,0,,
2025-09-21,Paris FC,Strasbourg,2.37,3.46,2.82,2.5,1.76,1.99,2,3,,F1,0,,-0.25,,
2025-09-21,Auxerre,Toulouse,2.63,3.26,2.63,2.5,1.98,1.77,1,0,,F1,0,,0,,
2025-09-21,Le Havre,Lorient,2.26,3.38,3.05,2.5,1.91,1.84,1,1,,F1,0,,-0.25,,
2025-09-21,Monaco,Metz,1.26,6.09,9.73,2.5,1.37,2.96,5,2,,F1,0,,-1.75,,
2025-09-22,Marseille,Paris SG,3.55,3.89,1.89,2.5,1.51,2.46,1,0,,F1,0,,0.5,,
2025-09-26,Strasbourg,Marseille,3.51,3.6,2.0,2.5,1.73,2.05,1,2,,F1,0,,0.5,,
2025-09-27,Lorient,Monaco,4.93,4.25,1.6,2.5,1.51,2.45,3,1,,F1,0,,1,,
2025-09-27,Toulouse,Nantes,1.69,3.6,5.11,2.5,2.05,1.72,2,2,,F1,0,,-0.75,,
2025-09-27,Paris SG,Auxerre,1.15,7.95,15.21,2.5,1.29,3.4,2,0,,F1,0,,-2.25,,
2025-09-28,Nice,Paris FC,1.85,3.83,3.76,2.5,1.58,2.29,1,1,,F1,0,,-0.5,,
2025-09-28,Angers,Brest,3.04,3.29,2.31,2.5,1.96,1.8,0,2,,F1,0,,0.25,,
2025-09-28,Lille,Lyon,2.23,3.46,3.05,2.5,1.73,2.03,0,1,,F1,0,,-0.25,,
2025-09-28,Metz,Le Havre,2.6,3.34,2.62,2.5,1.95,1.81,0,0,,F1,0,,0,,
2025-09-28,Rennes,Lens,2.4,3.48,2.76,2.5,1.71,2.07,0,0,,F1,0,,0,,
2025-10-03,Paris FC,Lorient,1.74,3.9,4.39,2.5,1.68,2.12,2,0,,F1,0,,-0.75,,
2025-10-04,Metz,Marseille,6.2,4.57,1.46,2.5,1.59,2.27,0,3,,F1,0,,1.25,,
2025-10-04,Brest,Nantes,1.86,3.59,4.0,2.5,1.87,1.88,0,0,,F1,0,,-0.5,,
2025-10-04,Auxerre,Lens,3.65,3.61,1.94,2.5,1.81,1.95,1,2,,F1,0,,0.5,,
2025-10-05,Lyon,Toulouse,1.89,3.63,3.86,2.5,1.77,1.99,1,2,,F1,0,,-0.5,,
2025-10-05,Le Havre,Rennes,3.04,3.29,2.31,2.5,1.95,1.8,2,2,,F1,0,,0.25,,
2025-10-05,Monaco,Nice,1.88,3.81,3.69,2.5,1.54,2.39,2,2,,F1,0,,-0.5,,
2025-10-05,Strasbourg,Angers,1.65,3.77,5.18,2.5,1.97,1.79,5,0,,F1,0,,-0.75,,
2025-10-05,Lille,Paris SG,4.33,3.89,1.73,2.5,1.66,2.14,1,1,,F1,0,,0.75,,
2025-10-17,Paris SG,Strasbourg,1.3,5.75,8.86,2.5,1.43,2.69,3,3,,F1,0,,-1.5,,
2025-10-18,Nice,Lyon,2.42,3.46,2.76,2.5,1.74,2.03,3,2,,F1,0,,0,,
2025-10-18,Angers,Monaco,5.11,4.13,1.6,2.5,1.62,2.21,1,1,,F1,0,,1,,
2025-10-18,Marseille,Le Havre,1.32,5.29,8.79,2.5,1.59,2.27,6,2,,F1,0,,-1.5,,
2025-10-19,Lens,Paris FC,1.85,3.74,3.87,2.5,1.65,2.16,2,1,,F1,0,,-0.5,,
2025-10-19,Lorient,Brest,2.39,3.35,2.86,2.5,1.87,1.88,3,3,,F1,0,,-0.25,,
2025-10-19,Rennes,Auxerre,1.74,3.72,4.53,2.5,1.79,1.96,2,2,,F1,0,,-0.75,,
2025-10-19,Toulouse,Metz,1.58,3.98,5.57,2.5,1.85,1.9,4,0,,F1,0,,-1,,
2025-10-19,Nantes,Lille,4.26,3.64,1.79,2.5,1.86,1.88,0,2,,F1,0,,0.75,,
2025-10-24,Paris FC,Nantes,1.64,3.99,5.1,2.5,1.73,2.04,1,2,,F1,0,,-0.75,,
2025-10-25,Brest,Paris SG,8.2,5.35,1.32,2.5,1.45,2.64,0,3,,F1,0,,1.5,,
2025-10-25,Monaco,Toulouse,1.8,3.86,3.91,2.5,1.6,2.26,1,0,,F1,0,,-0.5,,
2025-10-25,Lens,Marseille,2.76,3.53,2.4,2.5,1.68,2.11,2,1,,F1,0,,0,,
2025-10-26,Lille,Metz,1.31,5.35,9.04,2.5,1.58,2.3,6,1,,F1,0,,-1.5,,
2025-10-26,Angers,Lorient,2.6,3.15,2.78,2.5,2.21,1.62,2,0,,F1,0,,0,,
2025-10-26,Auxerre,Le Havre,2.11,3.36,3.41,2.5,2.04,1.73,0,1,,F1,0,,-0.25,,
2025-10-26,Rennes,Nice,2.17,3.55,3.11,2.5,1.7,2.08,1,2,,F1,0,,-0.25,,
2025-10-26,Lyon,Strasbourg,2.06,3.63,3.3,2.5,1.68,2.11,2,1,,F1,0,,-0.5,,
2025-10-29,Le Havre,Brest,2.51,3.29,2.76,2.5,1.92,1.83,1,0,,F1,0,,0,,
2025-10-29,Lorient,Paris SG,10.17,6.12,1.25,2.5,1.4,2.79,1,1,,F1,0,,1.75,,
2025-10-29,Metz,Lens,6.06,4.4,1.49,2.5,1.65,2.17,2,0,,F1,0,,1,,
2025-10-29,Nice,Lille,2.91,3.46,2.32,2.5,1.72,2.05,2,0,,F1,0,,0.25,,
2025-10-29,Marseille,Angers,1.22,6.13,12.53,2.5,1.59,2.27,2,2,,F1,0,,-1.75,,
2025-10-29,Nantes,Monaco,4.78,3.98,1.66,2.5,1.64,2.17,3,5,,F1,0,,0.75,,
2025-10-29,Paris FC,Lyon,2.63,3.54,2.49,2.5,1.66,2.14,3,3,,F1,0,,0,,
2025-10-29,Strasbourg,Auxerre,1.71,3.87,4.55,2.5,1.76,1.99,3,0,,F1,0,,-0.75,,
2025-10-29,Toulouse,Rennes,2.12,3.44,3.32,2.5,1.86,1.89,2,2,,F1,0,,-0.25,,
2025-11-01,Paris SG,Nice,1.24,6.28,10.01,2.5,1.35,3.05,1,0,,F1,0,,-1.75,,
2025-11-01,Monaco,Paris FC,1.67,4.26,4.36,2.5,1.44,2.65,0,1,,F1,0,,-0.75,,
2025-11-01,Auxerre,Marseille,4.76,3.98,1.66,2.5,1.66,2.14,0,1,,F1,0,,0.75,,
2025-11-02,Rennes,Strasbourg,2.3,3.56,2.86,2.5,1.66,2.16,4,1,,F1,0,,-0.25,,
2025-11-02,Lens,Lorient,1.45,4.46,6.61,2.5,1.65,2.16,3,0,,F1,0,,-1.25,,
2025-11-02,Lille,Angers,1.28,5.52,10.33,2.5,1.67,2.13,1,0,,F1,0,,-1.5,,
2025-11-02,Nantes,Metz,1.89,3.52,4.0,2.5,1.91,1.84,0,2,,F1,0,,-0.5,,
2025-11-02,Toulouse,Le Havre,1.73,3.67,4.65,2.5,1.93,1.82,0,0,,F1,0,,-0.75,,
2025-11-02,Brest,Lyon,3.05,3.48,2.22,2.5,1.74,2.03,0,0,,F1,0,,0.25,,
2025-11-07,Paris FC,Rennes,2.19,3.5,3.13,2.5,1.75,2.02,0,1,,F1,0,,-0.25,,
2025-11-08,Marseille,Brest,1.44,4.61,6.58,2.5,1.63,2.2,3,0,,F1,0,,-1.25,,
2025-11-08,Le Havre,Nantes,1.89,3.32,4.29,2.5,2.16,1.65,1,1,,F1,0,,-0.5,,
2025-11-08,Monaco,Lens,2.03,3.82,3.23,2.5,1.52,2.42,1,4,,F1,0,,-0.25,,
2025-11-09,Lorient,Toulouse,2.96,3.26,2.38,2.5,2.04,1.73,1,1,,F1,0,,0.25,,
2025-11-09,Angers,Auxerre,2.57,3.15,2.81,2.5,2.24,1.6,2,0,,F1,0,,0,,
2025-11-09,Metz,Nice,3.32,3.62,2.06,2.5,1.71,2.07,2,1,,F1,0,,0.5,,
2025-11-09,Strasbourg,Lille,2.69,3.51,2.46,2.5,1.71,2.06,2,0,,F1,0,,0,,
2025-11-09,Lyon,Paris SG,4.0,3.88,1.79,2.5,1.62,2.21,2,3,,F1,0,,0.75,,
2025-11-21,Nice,Marseille,3.72,3.68,1.92,2.5,1.7,2.09,1,5,,F1,0,,0.5,,
2025-11-22,Lens,Strasbourg,2.0,3.68,3.43,2.5,1.62,2.21,1,0,,F1,0,,-0.25,,
2025-11-22,Rennes,Monaco,2.64,3.66,2.42,2.5,1.53,2.39,4,1,,F1,0,,0,,
2025-11-22,Paris SG,Le Havre,1.17,7.33,14.78,2.5,1.46,2.59,3,0,,F1,0,,-2,,
2025-11-23,Auxerre,Lyon,3.72,3.43,1.98,2.5,1.92,1.83,0,0,,F1,0,,0.5,,
2025-11-23,Brest,Metz,1.78,3.56,4.26,2.5,1.79,1.96,3,2,,F1,0,,-0.5,,
2025-11-23,Nantes,Lorient,2.56,3.3,2.7,2.5,1.97,1.78,1,1,,F1,0,,0,,
2025-11-23,Toulouse,Angers,1.6,3.79,5.64,2.5,2.02,1.75,0,1,,F1,0,,-0.75,,
2025-11-23,Lille,Paris FC,1.6,4.08,5.08,2.5,1.65,2.16,4,2,,F1,0,,-1,,
2025-11-28,Metz,Rennes,3.78,3.75,1.88,2.5,1.66,2.16,0,1,,F1,0,,0.5,,
2025-11-29,Monaco,Paris SG,4.95,4.47,1.57,2.5,1.41,2.75,1,0,,F1,0,,1,,
2025-11-29,Paris FC,Auxerre,1.79,3.68,4.27,2.5,1.81,1.95,1,1,,F1,0,,-0.75,,
2025-11-29,Marseille,Toulouse,1.59,4.01,5.38,2.5,1.78,1.96,2,2,,F1,0,,-1,,
2025-11-30,Strasbourg,Brest,1.82,3.68,4.11,2.5,1.72,2.05,1,2,,F1,0,,-0.75,,
2025-11-30,Angers,Lens,4.56,3.74,1.73,2.5,1.8,1.95,1,2,,F1,0,,0.75,,
2025-11-30,Le Havre,Lille,4.19,3.58,1.83,2.5,1.88,1.87,0,1,,F1,0,,0.5,,
2025-11-30,Lorient,Nice,2.43,3.31,2.84,2.5,1.82,1.93,3,1,,F1,0,,-0.25,,
2025-11-30,Lyon,Nantes,1.44,4.44,6.78,2.5,1.69,2.1,3,0,,F1,0,,-1.25,,
2025-12-05,Brest,Monaco,3.32,3.79,2.02,2.5,1.52,2.44,1,0,,F1,0,,0.5,,
2025-12-05,Lille,Marseille,2.35,3.49,2.86,2.5,1.7,2.09,1,0,,F1,0,,-0.25,,
2025-12-06,Nantes,Lens,4.84,3.95,1.66,2.5,1.68,2.1,1,2,,F1,0,,0.75,,
2025-12-06,Toulouse,Strasbourg,2.46,3.35,2.78,2.5,1.86,1.88,1,0,,F1,0,,0,,
2025-12-06,Paris SG,Rennes,1.28,5.86,8.8,2.5,1.39,2.85,5,0,,F1,0,,-1.5,,
2025-12-07,Nice,Angers,1.93,3.59,3.72,2.5,1.83,1.93,0,1,,F1,0,,-0.5,,
2025-12-07,Auxerre,Metz,1.99,3.43,3.7,2.5,1.94,1.81,3,1,,F1,0,,-0.5,,
2025-12-07,Le Havre,Paris FC,2.66,3.28,2.61,2.5,1.95,1.8,0,0,,F1,0,,0,,
2025-12-07,Lorient,Lyon,3.11,3.46,2.22,2.5,1.83,1.92,1,0,,F1,0,,0.25,,
2025-12-12,Angers,Nantes,2.11,3.16,3.64,2.5,2.26,1.59,4,1,,F1,0,,-0.25,,
2025-12-13,Rennes,Brest,1.82,3.7,4.06,2.5,1.7,2.07,3,1,,F1,0,,-0.5,,
2025-12-13,Metz,Paris SG,10.09,6.31,1.24,2.5,1.34,3.09,2,3,,F1,0,,1.75,,
2025-12-13,Paris FC,Toulouse,2.39,3.3,2.91,2.5,1.94,1.8,0,3,,F1,0,,-0.25,,
2025-12-14,Lyon,Le Havre,1.57,3.92,5.76,2.5,1.89,1.85,1,0,,F1,0,,-1,,
2025-12-14,Auxerre,Lille,4.41,3.62,1.78,2.5,1.86,1.87,3,4,,F1,0,,0.75,,
2025-12-14,Lens,Nice,1.48,4.51,5.97,2.5,1.49,2.5,2,0,,F1,0,,-1.25,,
2025-12-14,Strasbourg,Lorient,1.72,3.76,4.54,2.5,1.76,1.99,0,0,,F1,0,,-0.75,,
2025-12-14,Marseille,Monaco,1.86,3.89,3.67,2.5,1.47,2.59,1,0,,F1,0,,-0.5,,
2026-01-02,Toulouse,Lens,2.54,3.26,2.74,2.5,1.95,1.8,0,3,,F1,0,,0,,
2026-01-03,Monaco,Lyon,2.0,3.72,3.36,2.5,1.57,2.3,1,3,,F1,0,,-0.25,,
2026-01-03,Nice,Strasbourg,2.68,3.39,2.53,2.5,1.75,1.99,1,1,,F1,0,,0,,
2026-01-03,Lille,Rennes,1.87,3.63,3.92,2.5,1.66,2.15,0,2,,F1,0,,-0.5,,
2026-01-04,Marseille,Nantes,1.22,6.36,11.34,2.5,1.46,2.59,0,2,,F1,0,,-1.75,,
2026-01-04,Brest,Auxerre,1.91,3.36,4.04,2.5,1.95,1.79,2,0,,F1,0,,-0.5,,
2026-01-04,Le Havre,Angers,2.05,3.25,3.66,2.5,2.17,1.65,2,1,,F1,0,,-0.5,,
2026-01-04,Lorient,Metz,1.77,3.64,4.37,2.5,1.83,1.91,1,1,,F1,0,,-0.5,,
2026-01-04,Paris SG,Paris FC,1.17,7.2,14.25,2.5,1.35,3.03,2,1,,F1,0,,-2.25,,
2026-01-16,Monaco,Lorient,1.65,4.15,4.66,2.5,1.53,2.39,1,3,,F1,0,,-0.75,,
2026-01-16,Paris SG,Lille,1.31,5.52,8.43,2.5,1.43,2.67,3,0,,F1,0,,-1.5,,
2026-01-17,Lens,Auxerre,1.42,4.46,7.24,2.5,1.69,2.09,1,0,,F1,0,,-1.25,,
2026-01-17,Toulouse,Nice,1.92,3.51,3.82,2.5,1.85,1.89,5,1,,F1,0,,-0.5,,
2026-01-17,Angers,Marseille,5.5,3.93,1.59,2.5,1.84,1.89,2,5,,F1,0,,1,,
2026-01-18,Strasbourg,Metz,1.52,4.34,5.58,2.5,1.59,2.26,2,1,,F1,0,,-1,,
2026-01-18,Nantes,Paris FC,2.98,3.21,2.38,2.5,1.98,1.77,1,2,,F1,0,,0.25,,
2026-01-18,Rennes,Le Havre,1.64,3.9,4.98,2.5,1.79,1.96,1,1,,F1,0,,-0.75,,
2026-01-18,Lyon,Brest,1.62,4.02,5.02,2.5,1.72,2.04,2,1,,F1,0,,-0.75,,
2026-01-23,Auxerre,Paris SG,9.62,5.6,1.29,2.5,1.53,2.42,0,1,,F1,0,,1.5,,
2026-01-24,Rennes,Lorient,1.86,3.59,3.97,2.5,1.8,1.94,0,2,,F1,0,,-0.5,,
2026-01-24,Le Havre,Monaco,3.38,3.71,1.99,2.5,1.65,2.16,0,0,,F1,0,,0.5,,
2026-01-24,Marseille,Lens,1.99,3.65,3.43,2.5,1.61,2.24,3,1,,F1,0,,-0.5,,
2026-01-25,Nantes,Nice,2.88,3.4,2.34,2.5,1.75,2.0,1,4,,F1,0,,0.25,,
2026-01-25,Brest,Toulouse,2.73,3.03,2.69,2.5,2.09,1.69,0,2,,F1,0,,0,,
2026-01-25,Metz,Lyon,4.54,3.85,1.7,2.5,1.69,2.08,2,5,,F1,0,,0.75,,
2026-01-25,Paris FC,Angers,1.82,3.39,4.5,2.5,2.03,1.73,0,0,,F1,0,,-0.5,,
2026-01-25,Lille,Strasbourg,2.0,3.52,3.51,2.5,1.77,1.98,1,4,,F1,0,,-0.5,,
2026-01-30,Lens,Le Havre,1.38,4.9,7.25,2.5,1.56,2.33,1,0,,F1,0,,-1.5,,
2026-01-31,Paris FC,Marseille,3.78,3.68,1.88,2.5,1.7,2.08,2,2,,F1,0,,0.5,,
2026-01-31,Lorient,Nantes,1.82,3.48,4.31,2.5,2.02,1.74,2,1,,F1,0,,-0.5,,
2026-01-31,Monaco,Rennes,1.98,3.83,3.31,2.5,1.47,2.57,4,0,,F1,0,,-0.5,,
2026-02-01,Lyon,Lille,1.89,3.63,3.83,2.5,1.76,1.99,1,0,,F1,0,,-0.5,,
2026-02-01,Angers,Metz,2.09,3.32,3.48,2.5,2.04,1.72,1,0,,F1,0,,-0.25,,
2026-02-01,Nice,Brest,2.09,3.35,3.45,2.5,1.78,1.96,2,2,,F1,0,,-0.25,,
2026-02-01,Toulouse,Auxerre,1.73,3.49,4.93,2.5,2.19,1.63,0,0,,F1,0,,-0.75,,
2026-02-01,Strasbourg,Paris SG,5.02,4.27,1.58,2.5,1.52,2.43,1,2,,F1,0,,1,,
2026-02-06,Metz,Lille,5.71,4.16,1.55,2.5,1.73,2.04,0,0,,F1,0,,1,,
2026-02-07,Lens,Rennes,1.76,3.81,4.19,2.5,1.58,2.29,3,1,,F1,0,,-0.75,,
2026-02-07,Brest,Lorient,2.22,3.13,3.35,2.5,2.05,1.72,2,0,,F1,0,,-0.25,,
2026-02-07,Nantes,Lyon,4.87,3.72,1.69,2.5,1.87,1.86,0,1,,F1,0,,0.75,,
2026-02-08,Nice,Monaco,3.01,3.76,2.13,2.5,1.48,2.55,0,0,,F1,0,,0.25,,
2026-02-08,Angers,Toulouse,3.43,3.1,2.21,2.5,2.34,1.55,1,0,,F1,0,,0.25,,
2026-02-08,Auxerre,Paris FC,2.46,3.18,2.87,2.5,2.11,1.68,0,0,,F1,0,,0,,
2026-02-08,Le Havre,Strasbourg,3.91,3.47,1.91,2.5,1.93,1.82,2,1,,F1,0,,0.5,,
2026-02-08,Paris SG,Marseille,1.39,5.02,6.54,2.5,1.41,2.76,5,0,,F1,0,,-1.25,,
2026-02-13,Rennes,Paris SG,6.51,5.05,1.4,2.5,1.38,2.91,3,1,,F1,0,,1.25,,
2026-02-13,Monaco,Nantes,1.45,4.59,6.18,2.5,1.51,2.45,3,1,,F1,0,,-1.25,,
2026-02-14,Marseille,Strasbourg,1.66,4.06,4.54,2.5,1.59,2.26,2,2,,F1,0,,-0.75,,
2026-02-14,Lille,Brest,1.73,3.77,4.48,2.5,1.84,1.9,1,1,,F1,0,,-0.75,,
2026-02-14,Paris FC,Lens,3.97,3.57,1.87,2.5,1.8,1.94,0,5,,F1,0,,0.5,,
2026-02-15,Le Havre,Toulouse,3.28,3.15,2.25,2.5,2.19,1.64,2,1,,F1,0,,0.25,,
2026-02-15,Lorient,Angers,1.93,3.11,4.41,2.5,2.25,1.59,2,0,,F1,0,,-0.5,,
2026-02-15,Metz,Auxerre,2.78,2.96,2.71,2.5,2.17,1.64,1,3,,F1,0,,0,,
2026-02-15,Lyon,Nice,1.59,4.05,5.26,2.5,1.68,2.1,2,0,,F1,0,,-1,,
2026-02-20,Brest,Marseille,3.71,3.66,1.91,2.5,1.68,2.11,2,0,,F1,0,,0.5,,
2026-02-21,Lens,Monaco,1.63,4.21,4.63,2.5,1.46,2.59,2,3,,F1,0,,-0.75,,
2026-02-21,Toulouse,Paris FC,1.9,3.28,4.21,2.5,2.19,1.63,1,1,,F1,0,,-0.5,,
2026-02-21,Paris SG,Metz,1.13,8.92,15.03,2.5,1.24,3.76,3,0,,F1,0,,-2.5,,
2026-02-22,Auxerre,Rennes,2.91,3.33,2.36,2.5,1.85,1.88,0,3,,F1,0,,0.25,,
2026-02-22,Angers,Lille,4.12,3.44,1.87,2.5,2.01,1.75,0,1,,F1,0,,0.5,,
2026-02-22,Nantes,Le Havre,2.4,3.2,2.95,2.5,2.08,1.7,2,0,,F1,0,,-0.25,,
2026-02-22,Nice,Lorient,2.07,3.46,3.39,2.5,1.8,1.94,3,3,,F1,0,,-0.25,,
2026-02-22,Strasbourg,Lyon,2.34,3.47,2.85,2.5,1.76,1.99,3,1,,F1,0,,-0.25,,
2026-02-27,Strasbourg,Lens,2.23,3.54,2.99,2.5,1.62,2.22,1,1,,F1,0,,-0.25,,
2026-02-28,Rennes,Toulouse,1.98,3.45,3.64,2.5,1.83,1.9,1,0,,F1,0,,-0.5,,
2026-02-28,Monaco,Angers,1.49,4.38,5.96,2.5,1.66,2.13,2,0,,F1,0,,-1,,
2026-02-28,Le Havre,Paris SG,9.19,5.79,1.27,2.5,1.41,2.73,0,1,,F1,0,,1.75,,
2026-03-01,Paris FC,Nice,2.36,3.34,2.89,2.5,1.86,1.87,1,0,,F1,0,,-0.25,,
2026-03-01,Lille,Nantes,1.45,4.34,6.79,2.5,1.74,2.01,1,0,,F1,0,,-1.25,,
2026-03-01,Lorient,Auxerre,2.03,3.22,3.73,2.5,2.19,1.63,2,2,,F1,0,,-0.5,,
2026-03-01,Metz,Brest,3.38,3.35,2.09,2.5,1.9,1.84,0,1,,F1,0,,0.25,,
2026-03-01,Marseille,Lyon,1.93,3.65,3.61,2.5,1.66,2.13,3,2,,F1,0,,-0.5,,
2026-03-06,Paris SG,Monaco,1.34,5.55,7.27,2.5,1.32,3.26,1,3,,F1,0,,-1.5,,
2026-03-07,Nantes,Angers,2.17,3.15,3.42,2.5,2.27,1.58,0,1,,F1,0,,-0.25,,
2026-03-07,Auxerre,Strasbourg,3.51,3.32,2.07,2.5,1.94,1.8,0,0,,F1,0,,0.25,,
2026-03-07,Toulouse,Marseille,2.93,3.46,2.28,2.5,1.81,1.93,0,1,,F1,0,,0.25,,
2026-03-08,Lens,Metz,1.26,5.74,9.96,2.5,1.47,2.58,3,0,,F1,0,,-1.75,,
2026-03-08,Brest,Le Havre,1.86,3.46,3.97,2.5,1.97,1.77,2,0,,F1,0,,-0.5,,
2026-03-08,Lille,Lorient,1.55,4.0,5.74,2.5,1.82,1.91,1,1,,F1,0,,-1,,
2026-03-08,Nice,Rennes,2.74,3.56,2.36,2.5,1.63,2.18,0,4,,F1,0,,0.25,,
2026-03-08,Lyon,Paris FC,1.64,3.86,4.97,2.5,1.79,1.95,1,1,,F1,0,,-0.75,,
2026-03-13,Marseille,Auxerre,1.41,4.76,6.79,2.5,1.56,2.33,1,0,,F1,0,,-1.25,,
2026-03-14,Lorient,Lens,4.04,3.6,1.84,2.5,1.79,1.96,2,1,,F1,0,,0.5,,
2026-03-14,Angers,Nice,2.98,3.16,2.39,2.5,2.0,1.75,0,2,,F1,0,,0.25,,
2026-03-14,Monaco,Brest,1.64,4.03,4.67,2.5,1.61,2.22,2,0,,F1,0,,-0.75,,
2026-03-15,Strasbourg,Paris FC,1.73,3.75,4.39,2.5,1.77,1.98,0,0,,F1,0,,-0.75,,
2026-03-15,Le Havre,Lyon,3.67,3.37,1.99,2.5,2.04,1.72,0,0,,F1,0,,0.5,,
2026-03-15,Metz,Toulouse,3.84,3.3,1.97,2.5,2.13,1.66,3,4,,F1,0,,0.5,,
2026-03-15,Rennes,Lille,2.22,3.34,3.12,2.5,1.79,1.95,1,2,,F1,0,,-0.25,,
2026-03-20,Lens,Angers,1.22,6.29,12.02,2.5,1.51,2.45,5,1,,F1,0,,-1.75,,
2026-03-21,Toulouse,Lorient,1.95,3.15,4.16,2.5,2.12,1.67,1,0,,F1,0,,-0.5,,
2026-03-21,Auxerre,Brest,2.3,3.18,3.13,2.5,2.16,1.65,3,0,,F1,0,,-0.25,,
2026-03-21,Nice,Paris SG,7.55,5.37,1.33,2.5,1.37,2.94,0,4,,F1,0,,1.5,,
2026-03-22,Lyon,Monaco,2.7,3.49,2.42,2.5,1.69,2.09,1,2,,F1,0,,0,,
2026-03-22,Marseille,Lille,1.91,3.64,3.69,2.5,1.74,2.01,1,2,,F1,0,,-0.5,,
2026-03-22,Paris FC,Le Havre,1.99,3.19,3.94,2.5,2.06,1.7,3,2,,F1,0,,-0.5,,
2026-03-22,Rennes,Metz,1.34,5.05,8.03,2.5,1.54,2.36,0,0,,F1,0,,-1.5,,
2026-03-22,Nantes,Strasbourg,3.48,3.51,2.01,2.5,1.9,1.84,2,3,,F1,0,,0.5,,
2026-04-03,Paris SG,Toulouse,1.24,6.17,10.65,2.5,1.42,2.74,3,1,,F1,0,,-1.75,,
2026-04-04,Strasbourg,Nice,1.81,3.67,4.1,2.5,1.69,2.09,3,1,,F1,0,,-0.5,,
2026-04-04,Brest,Rennes,3.07,3.42,2.21,2.5,1.83,1.9,3,4,,F1,0,,0.25,,
2026-04-04,Lille,Lens,2.58,3.32,2.63,2.5,1.8,1.94,3,0,,F1,0,,0,,
2026-04-05,Angers,Lyon,4.59,3.45,1.78,2.5,2.12,1.67,0,0,,F1,0,,0.5,,
2026-04-05,Le Havre,Auxerre,2.49,3.1,2.9,2.5,2.22,1.61,1,1,,F1,0,,0,,
2026-04-05,Lorient,Paris FC,2.22,3.24,3.21,2.5,2.08,1.69,1,1,,F1,0,,-0.25,,
2026-04-05,Metz,Nantes,2.87,3.22,2.43,2.5,2.13,1.67,0,0,,F1,0,,0,,
2026-04-05,Monaco,Marseille,2.14,3.62,3.06,2.5,1.53,2.41,2,1,,F1,0,,-0.25,,
2026-04-10,Paris FC,Monaco,3.7,3.75,1.9,2.5,1.61,2.25,4,1,,F1,0,,0.5,,
2026-04-10,Marseille,Metz,1.22,6.39,11.4,2.5,1.38,2.9,3,1,,F1,0,,-1.75,,
2026-04-11,Auxerre,Nantes,1.99,3.25,3.86,2.5,2.26,1.6,0,0,,F1,0,,-0.5,,
2026-04-11,Rennes,Angers,1.37,4.72,7.99,2.5,1.64,2.17,2,1,,F1,0,,-1.25,,
2026-04-12,Nice,Le Havre,1.9,3.28,4.2,2.5,1.93,1.81,1,1,,F1,0,,-0.5,,
2026-04-12,Toulouse,Lille,3.06,3.18,2.33,2.5,2.14,1.66,0,4,,F1,0,,0.25,,
2026-04-12,Lyon,Lorient,1.67,3.74,4.92,2.5,1.86,1.87,2,0,,F1,0,,-0.75,,
