match_date,home_team,away_team,closing_home_odds,closing_draw_odds,closing_away_odds,closing_ou_main_line,closing_over_odds,closing_under_odds,home_goals,away_goals,market_snapshot_lead_minutes,competition,neutral_venue,lineup_completeness,closing_ah_main_line,closing_fair_total_override,bookmaker_count
2023-04-08,Wolves,Chelsea,4.14,3.47,1.95,2.5,2.16,1.7,1,0,,E0,0,,0.5,,
2023-04-08,Southampton,Man City,12.48,6.19,1.25,2.5,1.6,2.35,1,4,,E0,0,,1.75,,
2023-04-09,Leeds,Crystal Palace,2.11,3.41,3.59,2.5,2.14,1.72,1,5,,E0,0,,-0.25,,
2023-04-09,Liverpool,Arsenal,2.79,3.69,2.41,2.5,1.64,2.28,2,2,,E0,0,,0.25,,
2023-04-15,Aston Villa,Newcastle,3.61,3.42,2.13,2.5,2.01,1.83,3,0,,E0,0,,0.25,,
2023-04-15,Chelsea,Brighton,2.67,3.42,2.68,2.5,1.91,1.91,1,2,,E0,0,,0,,
2023-04-15,Everton,Fulham,2.07,3.39,3.78,2.5,2.21,1.69,1,3,,E0,0,,-0.5,,
2023-04-15,Southampton,Crystal Palace,2.82,3.2,2.68,2.5,2.28,1.64,0,2,,E0,0,,0,,
2023-04-15,Tottenham,Bournemouth,1.47,4.6,6.83,2.5,1.69,2.2,2,3,,E0,0,,-1.25,,
2023-04-15,Wolves,Brentford,2.52,3.23,3.0,2.5,2.24,1.67,2,0,,E0,0,,0,,
2023-04-15,Man City,Leicester,1.16,8.49,17.32,2.5,1.34,3.24,3,1,,E0,0,,-2.25,,
2023-04-16,West Ham,Arsenal,5.92,4.22,1.57,2.5,1.8,2.04,2,2,,E0,0,,1,,
2023-04-16,Nott'm Forest,Man United,5.0,3.96,1.69,2.5,1.78,2.05,0,2,,E0,0,,0.75,,
2023-04-17,Leeds,Liverpool,4.35,4.22,1.73,2.5,1.57,2.4,1,6,,E0,0,,0.75,,
2023-04-21,Arsenal,Southampton,1.2,7.18,14.72,2.5,1.51,2.58,3,3,,E0,0,,-2,,
2023-04-22,Fulham,Leeds,2.38,3.44,3.01,2.5,1.88,1.94,2,1,,E0,0,,-0.25,,
2023-04-22,Brentford,Aston Villa,2.53,3.38,2.84,2.5,1.97,1.85,1,1,,E0,0,,0,,
2023-04-22,Crystal Palace,Everton,2.11,3.25,3.83,2.5,2.34,1.6,0,0,,E0,0,,-0.25,,
2023-04-22,Leicester,Wolves,2.45,3.27,3.05,2.5,2.14,1.72,2,1,,E0,0,,-0.25,,
2023-04-22,Liverpool,Nott'm Forest,1.18,7.64,16.06,2.5,1.45,2.78,3,2,,E0,0,,-2,,
2023-04-23,Bournemouth,West Ham,2.83,3.25,2.61,2.5,2.12,1.73,0,4,,E0,0,,0,,
2023-04-23,Newcastle,Tottenham,1.85,3.81,4.22,2.5,1.83,2.0,6,1,,E0,0,,-0.5,,
2023-04-25,Wolves,Crystal Palace,2.52,3.14,3.09,2.5,2.46,1.56,2,0,,E0,0,,-0.25,,
2023-04-25,Aston Villa,Fulham,1.8,3.87,4.43,2.5,1.81,2.03,1,0,,E0,0,,-0.75,,
2023-04-25,Leeds,Leicester,2.37,3.54,2.98,2.5,1.75,2.11,1,1,,E0,0,,-0.25,,
2023-04-26,Nott'm Forest,Brighton,6.08,4.36,1.54,2.5,1.74,2.11,3,1,,E0,0,,1,,
2023-04-26,Chelsea,Brentford,1.71,3.89,5.02,2.5,1.95,1.87,0,2,,E0,0,,-0.75,,
2023-04-26,West Ham,Liverpool,3.96,3.86,1.88,2.5,1.68,2.21,1,2,,E0,0,,0.5,,
2023-04-26,Man City,Arsenal,1.56,4.49,5.7,2.5,1.6,2.35,4,1,,E0,0,,-1,,
2023-04-27,Everton,Newcastle,4.84,3.7,1.77,2.5,2.04,1.79,1,4,,E0,0,,0.75,,
2023-04-27,Southampton,Bournemouth,2.3,3.43,3.15,2.5,2.01,1.82,0,1,,E0,0,,-0.25,,
2023-04-27,Tottenham,Man United,2.79,3.65,2.44,2.5,1.65,2.25,2,2,,E0,0,,0,,
2023-04-29,Crystal Palace,West Ham,2.7,3.18,2.81,2.5,2.3,1.63,4,3,,E0,0,,0,,
2023-04-29,Brentford,Nott'm Forest,1.66,3.88,5.5,2.5,1.95,1.87,2,1,,E0,0,,-0.75,,
2023-04-29,Brighton,Wolves,1.51,4.37,6.69,2.5,1.8,2.02,6,0,,E0,0,,-1,,
2023-04-30,Bournemouth,Leeds,2.61,3.5,2.68,2.5,1.8,2.02,4,1,,E0,0,,0,,
2023-04-30,Fulham,Man City,11.95,6.23,1.25,2.5,1.54,2.48,1,2,,E0,0,,1.75,,
2023-04-30,Man United,Aston Villa,1.78,3.94,4.35,2.5,1.66,2.24,1,0,,E0,0,,-0.75,,
2023-04-30,Newcastle,Southampton,1.32,5.46,9.9,2.5,1.71,2.15,3,1,,E0,0,,-1.5,,
2023-04-30,Liverpool,Tottenham,1.54,4.69,5.68,2.5,1.5,2.61,4,3,,E0,0,,-1,,
2023-05-01,Leicester,Everton,2.04,3.45,3.79,2.5,2.02,1.8,2,2,,E0,0,,-0.5,,
2023-05-02,Arsenal,Chelsea,1.59,4.22,5.75,2.5,1.75,2.1,3,1,,E0,0,,-1,,
2023-05-03,Liverpool,Fulham,1.26,6.39,10.73,2.5,1.44,2.78,1,0,,E0,0,,-1.75,,
2023-05-03,Man City,West Ham,1.2,7.21,13.79,2.5,1.45,2.76,3,0,,E0,0,,-2,,
2023-05-04,Brighton,Man United,2.03,3.82,3.5,2.5,1.56,2.45,1,0,,E0,0,,-0.5,,
2023-05-06,Bournemouth,Chelsea,3.42,3.47,2.17,2.5,1.95,1.88,1,3,,E0,0,,0.25,,
2023-05-06,Man City,Leeds,1.17,8.41,15.94,2.5,1.31,3.47,2,1,,E0,0,,-2.25,,
2023-05-06,Tottenham,Crystal Palace,1.82,3.92,4.21,2.5,1.76,2.09,1,0,,E0,0,,-0.75,,
2023-05-06,Wolves,Aston Villa,2.98,3.26,2.51,2.5,2.19,1.69,1,0,,E0,0,,0.25,,
2023-05-06,Liverpool,Brentford,1.48,4.91,6.16,2.5,1.5,2.62,1,0,,E0,0,,-1.25,,
2023-05-07,Newcastle,Arsenal,2.49,3.73,2.71,2.5,1.64,2.29,0,2,,E0,0,,0,,
2023-05-07,West Ham,Man United,3.43,3.74,2.08,2.5,1.67,2.23,1,0,,E0,0,,0.25,,
2023-05-08,Fulham,Leicester,2.67,3.53,2.6,2.5,1.83,2.01,5,3,,E0,0,,0,,
2023-05-08,Brighton,Everton,1.35,5.3,8.47,2.5,1.59,2.38,1,5,,E0,0,,-1.5,,
2023-05-08,Nott'm Forest,Southampton,2.13,3.52,3.46,2.5,2.0,1.83,4,3,,E0,0,,-0.25,,
2023-05-13,Leeds,Newcastle,4.62,4.2,1.71,2.5,1.63,2.3,2,2,,E0,0,,0.75,,
2023-05-13,Aston Villa,Tottenham,2.3,3.6,3.03,2.5,1.75,2.1,2,1,,E0,0,,-0.25,,
2023-05-13,Chelsea,Nott'm Forest,1.51,4.4,6.68,2.5,1.84,1.99,2,2,,E0,0,,-1,,
2023-05-13,Crystal Palace,Bournemouth,1.88,3.7,4.18,2.5,1.9,1.92,2,0,,E0,0,,-0.5,,
2023-05-13,Man United,Wolves,1.38,5.1,8.37,2.5,1.65,2.25,2,0,,E0,0,,-1.5,,
2023-05-13,Southampton,Fulham,2.82,3.44,2.51,2.5,1.88,1.94,0,2,,E0,0,,0,,
2023-05-14,Brentford,West Ham,2.05,3.56,3.66,2.5,1.95,1.87,2,0,,E0,0,,-0.5,,
2023-05-14,Everton,Man City,8.86,5.21,1.36,2.5,1.64,2.27,0,3,,E0,0,,1.5,,
2023-05-14,Arsenal,Brighton,1.77,4.19,4.21,2.5,1.53,2.51,0,3,,E0,0,,-0.75,,
2023-05-15,Leicester,Liverpool,5.11,4.59,1.59,2.5,1.49,2.63,0,3,,E0,0,,1,,
2023-05-18,Newcastle,Brighton,2.02,3.86,3.49,2.5,1.6,2.36,4,1,,E0,0,,-0.5,,
2023-05-20,Tottenham,Brentford,1.85,3.88,4.13,2.5,1.75,2.1,1,3,,E0,0,,-0.75,,
2023-05-20,Bournemouth,Man United,6.06,4.77,1.51,2.5,1.55,2.46,0,1,,E0,0,,1,,
2023-05-20,Fulham,Crystal Palace,2.45,3.4,2.97,2.5,2.02,1.82,2,2,,E0,0,,-0.25,,
2023-05-20,Liverpool,Aston Villa,1.49,4.86,6.16,2.5,1.54,2.47,1,1,,E0,0,,-1.25,,
2023-05-20,Wolves,Everton,2.77,3.35,2.63,2.5,2.07,1.78,1,1,,E0,0,,0,,
2023-05-20,Nott'm Forest,Arsenal,5.37,4.45,1.59,2.5,1.57,2.41,1,0,,E0,0,,1,,
2023-05-21,West Ham,Leeds,2.45,3.56,2.84,2.5,1.8,2.03,3,1,,E0,0,,0,,
2023-05-21,Brighton,Southampton,1.23,6.91,12.43,2.5,1.41,2.91,3,1,,E0,0,,-2,,
2023-05-21,Man City,Chelsea,1.26,6.41,11.48,2.5,1.52,2.54,1,0,,E0,0,,-1.75,,
2023-05-22,Newcastle,Leicester,1.38,5.39,7.66,2.5,1.51,2.57,0,0,,E0,0,,-1.5,,
2023-05-24,Brighton,Man City,3.97,4.22,1.81,2.5,1.52,2.55,1,1,,E0,0,,0.75,,
2023-05-25,Man United,Chelsea,1.63,4.35,5.12,2.5,1.6,2.38,4,1,,E0,0,,-1,,
2023-05-28,Arsenal,Wolves,1.37,5.33,7.87,2.5,1.46,2.71,5,0,,E0,0,,-1.5,,
2023-05-28,Aston Villa,Brighton,2.04,3.88,3.37,2.5,1.53,2.52,2,1,,E0,0,,-0.5,,
2023-05-28,Brentford,Man City,3.88,4.01,1.87,2.5,1.61,2.33,1,0,,E0,0,,0.5,,
2023-05-28,Chelsea,Newcastle,2.87,3.64,2.38,2.5,1.7,2.19,1,1,,E0,0,,0.25,,
2023-05-28,Crystal Palace,Nott'm Forest,1.69,4.15,4.77,2.5,1.65,2.27,1,1,,E0,0,,-0.75,,
2023-05-28,Everton,Bournemouth,1.49,4.61,6.58,2.5,1.68,2.22,1,0,,E0,0,,-1.25,,
2023-05-28,Leeds,Tottenham,2.77,3.84,2.37,2.5,1.5,2.6,1,4,,E0,0,,0.25,,
2023-05-28,Leicester,West Ham,1.94,3.92,3.65,2.5,1.68,2.21,2,1,,E0,0,,-0.5,,
2023-05-28,Man United,Fulham,1.53,4.59,5.76,2.5,1.49,2.63,2,1,,E0,0,,-1,,
2023-05-28,Southampton,Liverpool,6.74,5.2,1.42,2.5,1.39,3.01,4,4,,E0,0,,1.5,,
2023-08-11,Burnley,Man City,9.02,5.35,1.35,2.5,1.65,2.27,0,3,,E0,0,,1.5,,
2023-08-12,Arsenal,Nott'm Forest,1.18,7.64,15.67,2.5,1.42,2.85,2,1,,E0,0,,-2,,
2023-08-12,Bournemouth,West Ham,2.69,3.44,2.64,2.5,1.88,1.94,1,1,,E0,0,,0,,
2023-08-12,Brighton,Luton,1.33,5.52,9.61,2.5,1.61,2.34,4,1,,E0,0,,-1.5,,
2023-08-12,Everton,Fulham,2.24,3.43,3.3,2.5,1.97,1.86,0,1,,E0,0,,-0.25,,
2023-08-12,Sheffield United,Crystal Palace,3.12,3.24,2.41,2.5,2.21,1.68,0,1,,E0,0,,0.25,,
2023-08-12,Newcastle,Aston Villa,1.76,3.88,4.61,2.5,1.76,2.09,5,1,,E0,0,,-0.75,,
2023-08-13,Brentford,Tottenham,2.73,3.63,2.5,2.5,1.7,2.18,2,2,,E0,0,,0,,
2023-08-13,Chelsea,Liverpool,2.87,3.64,2.39,2.5,1.67,2.24,1,1,,E0,0,,0.25,,
2023-08-14,Man United,Wolves,1.31,5.65,9.85,2.5,1.6,2.38,1,0,,E0,0,,-1.5,,
2023-08-18,Nott'm Forest,Sheffield United,1.95,3.43,4.25,2.5,2.24,1.67,2,1,,E0,0,,-0.5,,
2023-08-19,Fulham,Brentford,2.72,3.4,2.63,2.5,1.93,1.9,0,3,,E0,0,,0,,
2023-08-19,Liverpool,Bournemouth,1.23,6.86,11.82,2.5,1.35,3.21,3,1,,E0,0,,-2,,
2023-08-19,Wolves,Brighton,4.0,3.81,1.89,2.5,1.74,2.12,1,4,,E0,0,,0.5,,
2023-08-19,Tottenham,Man United,2.84,3.75,2.37,2.5,1.57,2.44,2,0,,E0,0,,0.25,,
2023-08-19,Man City,Newcastle,1.7,4.07,4.83,2.5,1.72,2.15,1,0,,E0,0,,-0.75,,
2023-08-20,Aston Villa,Everton,1.7,3.91,5.0,2.5,1.89,1.94,4,0,,E0,0,,-0.75,,
2023-08-20,West Ham,Chelsea,3.66,3.57,2.04,2.5,1.92,1.91,3,1,,E0,0,,0.5,,
2023-08-21,Crystal Palace,Arsenal,5.79,4.06,1.6,2.5,1.92,1.9,0,1,,E0,0,,1,,
2023-08-25,Chelsea,Luton,1.29,5.86,10.78,2.5,1.66,2.27,3,0,,E0,0,,-1.5,,
2023-08-26,Bournemouth,Tottenham,3.67,3.94,1.95,2.5,1.55,2.47,0,2,,E0,0,,0.5,,
2023-08-26,Arsenal,Fulham,1.23,6.49,13.35,2.5,1.48,2.67,2,2,,E0,0,,-1.75,,
2023-08-26,Brentford,Crystal Palace,2.14,3.41,3.57,2.5,2.13,1.74,1,1,,E0,0,,-0.25,,
2023-08-26,Everton,Wolves,2.32,3.31,3.24,2.5,2.12,1.74,0,1,,E0,0,,-0.25,,
2023-08-26,Man United,Nott'm Forest,1.31,5.79,9.23,2.5,1.52,2.56,3,2,,E0,0,,-1.5,,
2023-08-26,Brighton,West Ham,1.53,4.67,5.73,2.5,1.49,2.63,1,3,,E0,0,,-1,,
2023-08-27,Burnley,Aston Villa,3.36,3.55,2.16,2.5,1.85,1.99,1,3,,E0,0,,0.25,,
2023-08-27,Sheffield United,Man City,16.67,7.51,1.18,2.5,1.57,2.41,1,2,,E0,0,,2,,
2023-08-27,Newcastle,Liverpool,2.2,3.9,3.03,2.5,1.49,2.64,1,2,,E0,0,,-0.25,,
2023-09-01,Luton,West Ham,4.7,3.94,1.74,2.5,1.82,2.03,1,2,,E0,0,,0.75,,
2023-09-02,Sheffield United,Everton,3.01,3.23,2.5,2.5,2.26,1.66,2,2,,E0,0,,0,,
2023-09-02,Brentford,Bournemouth,1.72,4.06,4.67,2.5,1.74,2.12,2,2,,E0,0,,-0.75,,
2023-09-02,Burnley,Tottenham,3.83,3.99,1.88,2.5,1.64,2.31,2,5,,E0,0,,0.5,,
2023-09-02,Chelsea,Nott'm Forest,1.38,5.03,8.27,2.5,1.64,2.3,0,1,,E0,0,,-1.25,,
2023-09-02,Man City,Fulham,1.15,8.46,17.91,2.5,1.4,2.95,5,1,,E0,0,,-2.25,,
2023-09-02,Brighton,Newcastle,2.55,3.87,2.55,2.5,1.49,2.65,3,1,,E0,0,,0,,
2023-09-03,Crystal Palace,Wolves,1.95,3.45,4.15,2.5,2.23,1.68,3,2,,E0,0,,-0.5,,
2023-09-03,Liverpool,Aston Villa,1.66,4.49,4.57,2.5,1.41,2.94,3,0,,E0,0,,-1,,
2023-09-03,Arsenal,Man United,1.77,4.04,4.38,2.5,1.55,2.47,3,1,,E0,0,,-0.75,,
2023-09-16,Wolves,Liverpool,6.64,4.95,1.45,2.5,1.48,2.66,1,3,,E0,0,,1.25,,
2023-09-16,Aston Villa,Crystal Palace,1.9,3.7,4.07,2.5,1.87,1.97,3,1,,E0,0,,-0.5,,
2023-09-16,Fulham,Luton,1.68,3.96,5.18,2.5,1.88,1.96,1,0,,E0,0,,-0.75,,
2023-09-16,Man United,Brighton,2.21,3.98,2.96,2.5,1.42,2.87,1,3,,E0,0,,-0.25,,
2023-09-16,Tottenham,Sheffield United,1.28,6.1,10.52,2.5,1.48,2.66,2,1,,E0,0,,-1.75,,
2023-09-16,West Ham,Man City,6.57,4.67,1.48,2.5,1.62,2.34,1,3,,E0,0,,1.25,,
2023-09-16,Newcastle,Brentford,1.53,4.37,6.12,2.5,1.67,2.24,1,0,,E0,0,,-1,,
2023-09-17,Bournemouth,Chelsea,4.34,3.96,1.79,2.5,1.64,2.3,0,0,,E0,0,,0.75,,
2023-09-17,Everton,Arsenal,6.07,4.55,1.52,2.5,1.65,2.27,0,1,,E0,0,,1,,
2023-09-18,Nott'm Forest,Burnley,2.24,3.51,3.22,2.5,1.91,1.92,1,1,,E0,0,,-0.25,,
2023-09-23,Crystal Palace,Fulham,1.95,3.51,4.09,2.5,2.05,1.8,0,0,,E0,0,,-0.5,,
2023-09-23,Luton,Wolves,3.3,3.43,2.23,2.5,1.99,1.85,1,1,,E0,0,,0.25,,
2023-09-23,Man City,Nott'm Forest,1.15,8.55,18.11,2.5,1.41,2.94,2,0,,E0,0,,-2.25,,
2023-09-23,Brentford,Everton,1.8,3.78,4.49,2.5,1.92,1.92,1,3,,E0,0,,-0.75,,
2023-09-23,Burnley,Man United,4.31,4.16,1.75,2.5,1.61,2.36,0,1,,E0,0,,0.75,,
2023-09-24,Arsenal,Tottenham,1.7,4.36,4.5,2.5,1.51,2.58,2,2,,E0,0,,-0.75,,
2023-09-24,Brighton,Bournemouth,1.38,5.31,7.58,2.5,1.37,3.11,3,1,,E0,0,,-1.5,,
2023-09-24,Chelsea,Aston Villa,1.91,3.85,3.87,2.5,1.7,2.2,0,1,,E0,0,,-0.5,,
2023-09-24,Liverpool,West Ham,1.39,5.38,7.19,2.5,1.4,2.96,3,1,,E0,0,,-1.5,,
2023-09-24,Sheffield United,Newcastle,7.01,4.78,1.45,2.5,1.66,2.25,0,8,,E0,0,,1.25,,
2023-09-30,Aston Villa,Brighton,2.56,3.92,2.55,2.5,1.43,2.84,6,1,,E0,0,,0,,
2023-09-30,Bournemouth,Arsenal,5.77,4.68,1.53,2.5,1.54,2.49,0,4,,E0,0,,1,,
2023-09-30,Everton,Luton,1.61,3.94,6.06,2.5,2.02,1.82,1,2,,E0,0,,-1,,
2023-09-30,Man United,Crystal Palace,1.57,4.3,5.89,2.5,1.77,2.08,0,1,,E0,0,,-1,,
2023-09-30,Newcastle,Burnley,1.33,5.62,9.22,2.5,1.53,2.52,2,0,,E0,0,,-1.5,,
2023-09-30,West Ham,Sheffield United,1.45,4.79,7.1,2.5,1.64,2.29,2,0,,E0,0,,-1.25,,
2023-09-30,Wolves,Man City,9.2,5.65,1.33,2.5,1.53,2.51,2,1,,E0,0,,1.5,,
2023-09-30,Tottenham,Liverpool,2.96,4.03,2.21,2.5,1.39,3.02,2,1,,E0,0,,0.25,,
2023-10-01,Nott'm Forest,Brentford,2.81,3.27,2.65,2.5,2.09,1.76,1,1,,E0,0,,0,,
2023-10-02,Fulham,Chelsea,3.73,3.49,2.06,2.5,1.93,1.89,0,2,,E0,0,,0.5,,
2023-10-03,Luton,Burnley,2.92,3.18,2.63,2.5,2.24,1.67,1,2,,E0,0,,0,,
2023-10-07,Luton,Tottenham,6.46,4.79,1.48,2.5,1.55,2.46,0,1,,E0,0,,1.25,,
2023-10-07,Burnley,Chelsea,4.63,3.92,1.76,2.5,1.8,2.04,1,4,,E0,0,,0.75,,
2023-10-07,Everton,Bournemouth,1.97,3.7,3.81,2.5,1.83,2.01,3,0,,E0,0,,-0.5,,
2023-10-07,Fulham,Sheffield United,1.64,3.96,5.69,2.5,1.93,1.9,3,1,,E0,0,,-1,,
2023-10-07,Man United,Brentford,1.69,4.2,4.78,2.5,1.64,2.23,2,1,,E0,0,,-0.75,,
2023-10-07,Crystal Palace,Nott'm Forest,2.24,3.25,3.49,2.5,2.28,1.65,0,0,,E0,0,,-0.25,,
2023-10-08,Brighton,Liverpool,3.05,4.01,2.17,2.5,1.35,3.22,2,2,,E0,0,,0.25,,
2023-10-08,West Ham,Newcastle,3.32,3.72,2.13,2.5,1.72,2.15,2,2,,E0,0,,0.25,,
2023-10-08,Wolves,Aston Villa,3.4,3.59,2.14,2.5,1.8,2.04,1,1,,E0,0,,0.25,,
2023-10-08,Arsenal,Man City,2.92,3.49,2.44,2.5,1.78,2.05,1,0,,E0,0,,0.25,,
2023-10-21,Liverpool,Everton,1.36,5.66,8.01,2.5,1.41,2.92,2,0,,E0,0,,-1.5,,
2023-10-21,Bournemouth,Wolves,2.41,3.48,2.95,2.5,1.82,2.02,1,2,,E0,0,,-0.25,,
2023-10-21,Brentford,Burnley,1.83,3.74,4.4,2.5,1.92,1.92,3,0,,E0,0,,-0.5,,
2023-10-21,Man City,Brighton,1.41,5.36,6.83,2.5,1.37,3.09,2,1,,E0,0,,-1.25,,
2023-10-21,Newcastle,Crystal Palace,1.46,4.53,7.44,2.5,1.82,2.03,4,0,,E0,0,,-1.25,,
2023-10-21,Nott'm Forest,Luton,1.69,3.82,5.33,2.5,2.03,1.8,2,2,,E0,0,,-0.75,,
2023-10-21,Chelsea,Arsenal,3.24,3.47,2.26,2.5,1.92,1.9,2,2,,E0,0,,0.25,,
2023-10-21,Sheffield United,Man United,7.27,5.07,1.42,2.5,1.55,2.47,1,2,,E0,0,,1.25,,
2023-10-22,Aston Villa,West Ham,1.9,3.86,3.88,2.5,1.58,2.39,4,1,,E0,0,,-0.5,,
2023-10-23,Tottenham,Fulham,1.51,4.7,5.99,2.5,1.51,2.55,2,0,,E0,0,,-1,,
2023-10-27,Crystal Palace,Tottenham,4.64,3.83,1.79,2.5,1.89,1.96,1,2,,E0,0,,0.75,,
2023-10-28,Chelsea,Brentford,1.65,4.1,5.31,2.5,1.81,2.04,0,2,,E0,0,,-0.75,,
2023-10-28,Arsenal,Sheffield United,1.13,9.61,21.6,2.5,1.36,3.13,5,0,,E0,0,,-2.5,,
2023-10-28,Bournemouth,Burnley,2.13,3.66,3.38,2.5,1.8,2.05,2,1,,E0,0,,-0.25,,
2023-10-28,Wolves,Newcastle,4.26,3.94,1.82,2.5,1.77,2.1,2,2,,E0,0,,0.75,,
2023-10-29,West Ham,Everton,2.15,3.64,3.32,2.5,1.74,2.12,0,1,,E0,0,,-0.25,,
2023-10-29,Aston Villa,Luton,1.28,6.19,10.79,2.5,1.51,2.59,3,1,,E0,0,,-1.75,,
2023-10-29,Brighton,Fulham,1.56,4.6,5.42,2.5,1.5,2.59,1,1,,E0,0,,-1,,
2023-10-29,Liverpool,Nott'm Forest,1.27,6.38,10.39,2.5,1.41,2.91,3,0,,E0,0,,-1.75,,
2023-10-29,Man United,Man City,4.99,4.04,1.69,2.5,1.73,2.15,0,3,,E0,0,,0.75,,
2023-11-04,Fulham,Man United,3.24,3.61,2.2,2.5,1.79,2.05,0,1,,E0,0,,0.25,,
2023-11-04,Brentford,West Ham,2.08,3.67,3.46,2.5,1.75,2.11,3,2,,E0,0,,-0.25,,
2023-11-04,Burnley,Crystal Palace,2.85,3.23,2.63,2.5,2.23,1.68,0,2,,E0,0,,0,,
2023-11-04,Everton,Brighton,3.09,3.81,2.2,2.5,1.59,2.41,1,1,,E0,0,,0.25,,
2023-11-04,Man City,Bournemouth,1.1,11.39,26.19,2.5,1.3,3.53,6,1,,E0,0,,-2.5,,
2023-11-04,Sheffield United,Wolves,3.83,3.64,1.98,2.5,1.89,1.94,2,1,,E0,0,,0.5,,
2023-11-04,Newcastle,Arsenal,2.82,3.39,2.56,2.5,1.92,1.91,1,0,,E0,0,,0,,
2023-11-05,Nott'm Forest,Aston Villa,4.09,3.77,1.89,2.5,1.76,2.1,2,0,,E0,0,,0.5,,
2023-11-05,Luton,Liverpool,11.46,6.8,1.24,2.5,1.37,3.09,1,1,,E0,0,,1.75,,
2023-11-06,Tottenham,Chelsea,2.13,3.73,3.29,2.5,1.71,2.16,1,4,,E0,0,,-0.25,,
2023-11-11,Wolves,Tottenham,3.13,3.73,2.21,2.5,1.63,2.32,2,1,,E0,0,,0.25,,
2023-11-11,Arsenal,Burnley,1.19,7.34,15.07,2.5,1.49,2.62,3,1,,E0,0,,-2,,
2023-11-11,Crystal Palace,Everton,2.44,3.21,3.11,2.5,2.29,1.64,2,3,,E0,0,,-0.25,,
2023-11-11,Man United,Luton,1.33,5.6,9.17,2.5,1.53,2.52,1,0,,E0,0,,-1.5,,
2023-11-11,Bournemouth,Newcastle,4.67,4.03,1.73,2.5,1.69,2.2,2,0,,E0,0,,0.75,,
2023-11-12,Aston Villa,Fulham,1.59,4.28,5.66,2.5,1.69,2.19,3,1,,E0,0,,-1,,
2023-11-12,Brighton,Sheffield United,1.24,6.73,11.71,2.5,1.41,2.94,1,1,,E0,0,,-1.75,,
2023-11-12,Liverpool,Brentford,1.42,5.16,7.05,2.5,1.46,2.73,3,0,,E0,0,,-1.25,,
2023-11-12,West Ham,Nott'm Forest,1.89,3.77,4.09,2.5,1.79,2.05,3,2,,E0,0,,-0.5,,
2023-11-12,Chelsea,Man City,4.93,3.83,1.74,2.5,1.84,2.0,4,4,,E0,0,,0.75,,
2023-11-25,Man City,Liverpool,1.75,4.31,4.29,2.5,1.5,2.62,1,1,,E0,0,,-0.75,,
2023-11-25,Burnley,West Ham,3.47,3.62,2.1,2.5,1.78,2.08,1,2,,E0,0,,0.25,,
2023-11-25,Luton,Crystal Palace,3.63,3.38,2.13,2.5,2.16,1.72,2,1,,E0,0,,0.25,,
2023-11-25,Newcastle,Chelsea,2.62,3.5,2.68,2.5,1.84,2.01,4,1,,E0,0,,0,,
2023-11-25,Nott'm Forest,Brighton,3.22,3.64,2.2,2.5,1.74,2.13,2,3,,E0,0,,0.25,,
2023-11-25,Sheffield United,Bournemouth,3.29,3.53,2.21,2.5,1.83,2.02,1,3,,E0,0,,0.25,,
2023-11-25,Brentford,Arsenal,4.64,3.84,1.77,2.5,1.88,1.96,0,1,,E0,0,,0.75,,
2023-11-26,Tottenham,Aston Villa,2.35,3.89,2.8,2.5,1.5,2.59,1,2,,E0,0,,-0.25,,
2023-11-26,Everton,Man United,2.74,3.52,2.56,2.5,1.82,2.03,0,3,,E0,0,,0,,
2023-11-27,Fulham,Wolves,2.43,3.34,3.02,2.5,2.1,1.76,3,2,,E0,0,,-0.25,,
2023-12-02,Arsenal,Wolves,1.27,5.95,11.58,2.5,1.65,2.27,2,1,,E0,0,,-1.5,,
2023-12-02,Brentford,Luton,1.48,4.63,6.88,2.5,1.72,2.13,3,1,,E0,0,,-1.25,,
2023-12-02,Burnley,Sheffield United,1.83,3.68,4.55,2.5,2.0,1.84,5,0,,E0,0,,-0.75,,
2023-12-02,Nott'm Forest,Everton,2.8,3.35,2.62,2.5,2.04,1.8,0,1,,E0,0,,0,,
2023-12-02,Newcastle,Man United,1.94,3.84,3.84,2.5,1.71,2.19,1,0,,E0,0,,-0.5,,
2023-12-03,Bournemouth,Aston Villa,3.45,4.0,2.01,2.5,1.52,2.54,2,2,,E0,0,,0.5,,
2023-12-03,Chelsea,Brighton,1.75,4.24,4.37,2.5,1.53,2.44,3,2,,E0,0,,-0.75,,
2023-12-03,Liverpool,Fulham,1.26,6.62,10.56,2.5,1.41,2.93,4,3,,E0,0,,-1.75,,
2023-12-03,West Ham,Crystal Palace,2.02,3.53,3.84,2.5,2.0,1.84,1,1,,E0,0,,-0.5,,
2023-12-03,Man City,Tottenham,1.3,6.18,9.27,2.5,1.36,3.14,3,3,,E0,0,,-1.75,,
2023-12-05,Wolves,Burnley,1.89,3.62,4.31,2.5,2.0,1.85,1,0,,E0,0,,-0.5,,
2023-12-05,Luton,Arsenal,14.98,6.73,1.21,2.5,1.64,2.28,3,4,,E0,0,,1.75,,
2023-12-06,Brighton,Brentford,1.93,3.91,3.77,2.5,1.63,2.32,2,1,,E0,0,,-0.5,,
2023-12-06,Crystal Palace,Bournemouth,2.27,3.45,3.25,2.5,1.98,1.86,0,2,,E0,0,,-0.25,,
